CHUNK,TIPO,PREGUNTA,RESPUESTA
"masking multiuso ¾"" x40yd (12mmx36m)werken pack x4 de la marca werken del area de pinturas para los pegamentos y adhesivos de la linea cintas adhesivas papel de procedencia nacional al precio de 16.9 soles",PRODUCTO,,
Garantia 14 años,OBSERVACIONES,,
"altura del producto 24.00 cm, ancho del producto 47.50 cm, profundidad del producto 47.50 cm, volumen del producto 54150, diametro del producto 47.50 cm, ean 9002759992729, medidas 47.50x47.50x24.00, tipo de producto lámpara, modelo esteperra, color negro, material acero, garantía 2 años, procedencia nacional, país de origen china",FICHA,,
Permite aprovechar mejor el espacio.,CARACTERISTICAS,,
Ovalín Lilbao 50x40x14cm Negro MateOrange. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
"altura del producto 0.30 cm, ancho del producto 30.00 cm, profundidad del producto 45.00 cm, volumen del producto 405, diametro del producto 0, ean 2000001553367, medidas 30.00x45.00x0.30, tipo de producto individual, modelo tela 30x45, color beige, material algodón, garantía 1 año, procedencia importado, país de origen china",FICHA,,
No ajustar excesivamente elementos de fijación y verifique su ajuste normal al día siguiente de instalado. Tener en cuenta que el sentido de colaboración de las coberturas debe ser contrario a la dirección del viento. Realice los cortes con serrucho o caladora. Respete la altura de la onda.,RECOMENDACIONES,,
"volumen del producto 0, ean 7750062007242, tipo de producto silla, modelo ratán sin brazo, color marrón, material plástico, garantía 1 año, procedencia nacional",FICHA,,
Leer la guia de usuario antes de ser utilizado. Coloque su colchón sobre una base plana y uniforme. Utilice funda. Ventile el colchón regularmente. Rotar o voltear cada 3 meses para evitar malformaciones.,RECOMENDACIONES,,
Mantiene los alimentos calientes o frios,RECOMENDACIONES,,
candado estándar 40mm  de la marca iseo del area de ferreteria para los chapas y cerrajeria de la linea candados de procedencia nacional al precio de 23.0 soles,PRODUCTO,,
"i&o-tronzadora 14"" 2000w  esmeril 4 1/2"" de la marca makita mt del area de herramientas para los herramientas electricas portatiles de la linea sierras caladoras y circulares de procedencia nacional al precio de 749.0 soles",PRODUCTO,,
Ideal para distribución de energía eléctrica.,RECOMENDACIONES,,
"Utilizada para dar sombra en ambientes tales como: almacenes, patios de colegio, packings, etc. Como malla de protección en construcción, como cortaviento, atrapapolvo, cerco perimétrico, entre otros usos. Venta exclusiva por metro.",OBSERVACIONES,,
"altura del producto 16.00 cm, ancho del producto 16.00 cm, profundidad del producto 4.00 cm, volumen del producto 1024, ean 7759138000934, medidas 16.00x4.00x16.00, tipo de producto aplique, modelo navis 10w lc ip20, color blanco, material aluminio/acrílico, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
Disfruta de la sencillez con esta radio reloj. La gran cantidad de presintonías hacen que la navegación por las emisoras sea muy sencilla y puedes ajustar la alarma para que te despierte con un volumen de radio que sube suavemente.,DESCRIPCION,,
"altura del producto 133.00 cm, ancho del producto 190.00 cm, volumen del producto 0, ean 2000000755960, tipo de producto alfombra, modelo beats, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
Garantía de 1 año válida por defectos de fabricación.,OBSERVACIONES,,
Sonido equilibrado. Sin problemas de salpicaduras y sudor. Ajuste cómodo. Funcionamiento sencillo con botones. Conexión inalámbrica estable. Llamadas nítidas con manos libres. Compatibles con asistentes de voz. Encuentre sus auriculares con Fast Pair. Conéctese a su PC con Swift Pair. Respuesta de frecuencia 20 Hz-20000 Hz (Frecuencia de muestreo de 44.1 kHz).,CARACTERISTICAS,,
"Corte facil, no es higroscópico y con adhesivo de caucho natural.",CARACTERISTICAS,,
"altura del producto 60.00 cm, ancho del producto 3.30 cm, profundidad del producto 200.00 cm, volumen del producto 39600, ean 7754911004369, medidas 3.30x200.00x60.00, tipo de producto papel, modelo aluminio cocina, color gris, material aluminio, garantía por defecto de fabricación, procedencia nacional, país de origen china",FICHA,,
"Prepara los más deliciosos platillos y postres al horno con este práctico modelo eléctrico que Orange y Promart traen para ti.Cuenta con 70 litros de capacidad, 4 funciones, 2050W de potencia, doble parrilla, entre otros.",DESCRIPCION,,
"moldura t pino gris, 10x44x900mm de la marca sm del area de pisos y revestimientos para los pisos laminados de la linea zocalos y molduras de procedencia importado al precio de 1.0 soles",PRODUCTO,,
rotormatillo 20v dch133b sin batería de la marca dewalt del area de herramientas para los herramientas electricas inalambricas de la linea rotomartillos inal de procedencia nacional al precio de 844.0 soles,PRODUCTO,,
"Sistema de entintado de máxima calidad y alto rendimiento que garantiza un resultado tres veces más rápido que un tinte para madera tradicional. Su fórmula a base de aceite de soya y mejorada con nano pigmentos, brinda un color intenso y parejo, cubre en una sola capa y seca en una hora. Cubre 75% más que otros tintes. Deja un color intenso y parejo en una sola capa. No se mezcla ni se diluye. Tiempo de secado ultra rápido en 1 h. Pigmentos de primera calidad.",CARACTERISTICAS,,
Engríe a los que más quieres preparando deliciosos platillos con esta moderna encimera. Lo mejor lo encuentras en Promart.,DESCRIPCION,,
Asegurarse de una conexión adecuada.,RECOMENDACIONES,,
"pSumérgete en el confort y la comodidad del Colchón Espuma Paraiso Zebra Negro, ideal para un descanso reparador. Con una estructura fija y ventilación incorporada, este colchón de 15.24 cm de altura brinda un soporte óptimo para tu descanso. Su tapiz europeo con diseño animal print y tela Jacquard resistente lo hacen moderno y duradero. Aprovecha sus características de paso de aire y ventilación para disfrutar de un sueño placentero y fresco. Recomendamos sacudirlo y exponerlo al sol periódicamente para mantenerlo en óptimas condiciones. Características del Colchón Espuma Paraiso Zebra Negro:ul liEstructura fija para mayor estabilidad. liTapiz europeo con diseño animal print. liVentilación incorporada para un descanso fresco. liDimensiones: 190 cm de largo x 135 cm de ancho. liGarantía de 2 años para la espuma y las telas./ul",DESCRIPCION,,
llave mixta 10mm de la marca kamasa del area de herramientas para los herramientas de mano de la linea llaves de procedencia nacional al precio de 1.9 soles,PRODUCTO,,
"Resistente a rayos UV, al impacto y penetrante. Formado por copa y visera, sin asperezas y con bordes redondeados. No perturba y dificulta la visibilidad y audición del operario. internamente fijación plástica de 4 puntos de apoyo del casco sobre al cabeza, destinados a difundir y absorber el impacto. Mecanismo de ajuste por puntos y regulable.",CARACTERISTICAS,,
"Los accesorios de baño son el complemento ideal para agregar funcionalidad, orden y diseño al cuarto de baño. El toallero facilita la acomodación de la toalla dentro del cuarto de baño para su uso y posterior almacenaje, mientras se seca.",DESCRIPCION,,
"Apto para lavavajillas, horno y/o microondas. Resistencia al calor hasta 200°C. Composición de los materiales: gres 95%, hierro 5%. Disfruta de lo más nuevo que Promart.pe trae para ti.",DESCRIPCION,,
"destornillador mango azul(-)1/4x5"" de la marca best value del area de herramientas para los herramientas de mano de la linea desarmadores de procedencia nacional al precio de 7.0 soles",PRODUCTO,,
"altura del producto 184.00 cm, ancho del producto 120.10 cm, profundidad del producto 46.90 cm, volumen del producto 1036414.96, ean 7707062337503, medidas 120.10x46.90x184.00, tipo de producto ropero, modelo eco-120, color beige, material melamina, garantía 6 meses, procedencia nacional",FICHA,,
"Campana de buena absorción, puede funcionar recirculante o con salida al ducto (Modo extracción), se fija debajo de mueble alto o a la pared, uso compatible con una cocina de 60 cms de ancho o menos. Recomendamos complementar la compra con kit de fijación para campanas.",OBSERVACIONES,,
Mantener limpio y seco.,RECOMENDACIONES,,
Garantia 10 años,OBSERVACIONES,,
Para tinas de baño,RECOMENDACIONES,,
Sumérgete dentro de tus canciones favoritas con estos espectaculares audífonos que tienen el volumen perfecto y potente que estás buscando.,DESCRIPCION,,
"volumen del producto 0, ean 7756513223612, tipo de producto llave, color plata, garantía de por vida por defectos de fabricación, procedencia nacional",FICHA,,
Lámparas de emergencia LED recargables y de encendido automático. Cuentan con protección ante sobrecarga y descarga total e indicadores de funcionamiento.,DESCRIPCION,,
"Mejorador de calidad del agua domiciliaria, elimina más del 90% de los sedimentos, virus, bacterias pesticidas e impurezas, limpiando hasta 200 litros diarios.",DESCRIPCION,,
"acabado brillante, altura del producto 98.50 cm, ancho del producto 120.00 cm, profundidad del producto 63.00 cm, volumen del producto 744660, ean 7899467137885, medidas 120.00x63.00x98.50, tipo de producto módulo, modelo no aplica, color blanco, material mdp, garantía 1 año, procedencia importado, país de origen brasil",FICHA,,
"Limpiar periódicamente a fin de evitar la adhesión de sustancias que puedan deteriorar el producto, se recomienda hacer limpieza con limpiavidrios o una solución de agua + jabón, aplicando con una esponja o paños de poliseda o microfibra. Mantener el producto siempre seco.",RECOMENDACIONES,,
"altura del producto 36.00 cm, ancho del producto 22.50 cm, profundidad del producto 61.00 cm, volumen del producto 49410, ean 4006825663105, medidas 22.50x61.00x36.00, tipo de producto sierra, modelo te-mb 18/127 li-solo, color rojo, material poliamida, garantía 3 años, procedencia importado, país de origen china",FICHA,,
downlight led redondo adosable 18w lc de la marca philips del area de iluminacion para los iluminacion funcional de la linea downlights de procedencia nacional al precio de 59.9 soles,PRODUCTO,,
"Experimenta la tranquilidad y firmeza que necesitas con un Royal Prince Firme. Su cubierta de tela higroscópica, le brindan frescura y suavidad a tu descanso. Además, su panel de resortes Pocket y capas de espuma Zebra D30, aseguran un soporte óptimo durante toda la noche.",RECOMENDACIONES,,
Producto se vende por unidad. Uso doméstico.,OBSERVACIONES,,
Doble capa. Soporta líquidos fríos 24 horas. Líquidos calientes 12 horas.,CARACTERISTICAS,,
caja de herramientas n4 13lt de la marca duraplast del area de herramientas para los herramientas de mano de la linea cajas de herramientas de procedencia nacional al precio de 26.2 soles,PRODUCTO,,
"Tener en cuenta la variación de tono, ya que puede variar en mínimo el color por caja. También tener en cuenta el tipo de tránsito, de cada modelo, según su espesor. Producto se vende por metro lineal. Uso doméstico. Formato en rollo.",OBSERVACIONES,,
Las fotografías y descripción del producto son referenciales.,OBSERVACIONES,,
"Conecta el portabrocas de 1/2"" a martillos perforadores. Vástago SDS plus.",CARACTERISTICAS,,
"Se puede utilizar con los mandriles HSBAL, HSBAM, HSBAMP, PCM38, PCM12 y PCMSDSPL.Funciona con un adaptador de cambio rápido Quick Change AN02.",RECOMENDACIONES,,
"Potente y ligero. Robusto portabrocas SDS-max para un rápido cambio de herramienta. Operaciones de baja vibración mediante asa principal amortigua las vibraciones para trabajar con comodidad. Mango adicional ajustable para una mayor comodidad durante el trabajo. Cable de goma resistente, de 4 m para una movilidad máxima. Listo para una acción inmediata gracias al cincel puntiagudo y plano.",CARACTERISTICAS,,
"i&o-accesorio adaptador para base 149983 de la marca sm del area de aire libre y temporada para los toldos,sombrillas y pergolas de la linea sombrillas de procedencia importado al precio de 0.9 soles",PRODUCTO,,
"Para usar en máquinas. Para lograr la máxima seguridad, utlice muelles de fijación. Normas de los cuadrados: DIN 3121-H25 e ISO 1174. Normas: DIN 3129 e ISO 2725.",OBSERVACIONES,,
Debe ser colocado con guantes para no dañar las manos.,RECOMENDACIONES,,
perfil malla n°1 8.3x30x0.8 de la marca orange del area de pisos y revestimientos para los decorados de la linea pepelmas de procedencia importado al precio de 1.9 soles,PRODUCTO,,
"Realizar el corte con herramientas adecuadas, como navaja o tijera. Evitar contacto con productos corrosivos.",RECOMENDACIONES,,
Asegurarse de un correcto armado.,RECOMENDACIONES,,
"altura del producto 1.80 cm, ancho del producto 2.40 cm, profundidad del producto 3.80 cm, volumen del producto 16.416, ean 7426933957052, medidas 2.40x3.80x1.80, tipo de producto carpa, modelo canaima vi, color azul, material algodón/poliéster, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,,
stanley llav comb. 1/2' x 206 mm  86-835la de la marca stanley del area de herramientas para los herramientas de mano de la linea dados y ratchets de procedencia importado al precio de 13.9 soles,PRODUCTO,,
deco triangolo vert 21.6x21.6 cm 1.12m2 de la marca san lorenzo del area de pisos y revestimientos para los pisos graficados de la linea ceramicos graficados de procedencia nacional al precio de 152.54 soles,PRODUCTO,,
No aplica,OBSERVACIONES,,
"Grano abrasivo de óxido de aluminio, resina sintética maciza ligada. Para todas las amoladoras angulares con una velocidad periférica de 80 m/s.",CARACTERISTICAS,,
Redescubre tu habitación decorándola con mueble original y de gran calidad. El velador tiene un bonito y elegante diseño que se adecuará a tu estilo.,DESCRIPCION,,
"altura del producto 23.00 cm, ancho del producto 135.00 cm, profundidad del producto 190.00 cm, volumen del producto 589950, ean 2000001122792, medidas 135.00x190.00x23.00, tipo de producto colchón, modelo basic, color blanco, material espuma, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"altura del producto 54.00 cm, ancho del producto 59.50 cm, profundidad del producto 59.50 cm, volumen del producto 191173.5, ean 7757502000238, medidas 59.50x59.50x54.00, tipo de producto horno, modelo eléctrico, color negro, material acero, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
Utilizar elementos de seguridad como guantes y lentes al momento de utilizar el producto.,RECOMENDACIONES,,
Colocar sobre superficies planas. Limpiar con paño húmedo y detergente suave.,RECOMENDACIONES,,
"altura del producto 40.00 cm, ancho del producto 27.00 cm, profundidad del producto 58.00 cm, volumen del producto 62640, ean 6942138961140, medidas 27.00x58.00x40.00, tipo de producto flotador, modelo 43227, color multicolor, garantía por defecto de fabricación, procedencia nacional",FICHA,,
"Se recomienda utilizar elementos de seguridad, como guantes y lentes al momento de uso del producto.",RECOMENDACIONES,,
5 LED. Funciona con 3 pilas AAA. Cuenta con adhesivo doble contacto para adherir a paredes o muebles.,CARACTERISTICAS,,
No introducir objetos cortopunzantes. Ideal para uso en hogar en basurerospequeños de hasta 40 litros de capacidad,RECOMENDACIONES,,
Kit de tornillos autorroscantes perfectos para tus trabajos de fijación.,DESCRIPCION,,
"volumen del producto 0, ean 2000000794525, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
"Compacta, ligera y fácil de usar y limpiar. Cuenta con un motor resistente. Brinda cortes desde 3 mm hasta 25 mm. Con cuchillas autoafilables que ofrecen mayor vida útil al producto, sin necesidad de mantenimiento ni reparaciones. Diseño ergonómico que permite utilizarlo con comodidad y para un almacenamiento óptimo que requiere poco espacio.",CARACTERISTICAS,,
"Removible sin dejar rastros. Facil de montar sin necesidad de taladro, tornillos o clavos. Fuerte sujeción.",DESCRIPCION,,
tornillo   tarugo 8x34mm x50und de la marca standers del area de ferreteria para los productos de fijacion de la linea kit de fijacion de procedencia importado al precio de 24.5 soles,PRODUCTO,,
"profundidad del producto 40.00 cm, volumen del producto 0, diametro del producto 1.80 cm, ean 7314150124626, tipo de producto desatornilladores, color plata, garantía de por vida por defectos de fabricación, procedencia nacional, país de origen suecia",FICHA,,
"Placa tomacorriente triple universal tipo empotrable, para instalaciones domésticas de uso interno, además también tiene contactos internos de latón resistente a la corrosión y bornes con doble agujero para derivaciones.",CARACTERISTICAS,,
"Tumbler de 700 ml (24 oz), ideal para mantener tus bebidas frías o calientes con su diseño moderno y resistente.",CARACTERISTICAS,,
"Ideal para uso en espacios comerciales, residenciales, pasillos y senderos, áreas exteriores, patios, escaleras, perímetros y fachadas.",RECOMENDACIONES,,
"altura del producto 26.50 cm, ancho del producto 15.00 cm, profundidad del producto 13.00 cm, volumen del producto 5167.5, ean 7755236000593, medidas 15.00x13.00x26.50, tipo de producto jabón, modelo floral, color rosa, material otros, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú",FICHA,,
"Realizar pruebas antes de la instalación: Verifica que el diseño, color y acabado sean los correctos para el espacio antes de instalar las cerámicas en grandes áreas. Limpieza regular: Limpia regularmente con agua y jabón neutro para mantener las baldosas en buen estado y conservar su brillo. Revisar el tránsito: Para áreas con mucho tránsito (comercial o industrial), opta por productos de alta resistencia como el gres porcelánico técnico. Considerar los estilos decorativos: Los cerámicos que imitan materiales naturales, como la madera o el mármol, son ideales para crear ambientes cálidos y elegantes en interiores. Consultoría especializada: Para proyectos grandes o específicos, como fachadas o áreas expuestas a condiciones extremas, es recomendable consultar con un profesional o especialista de San Lorenzo para seleccionar el mejor producto.",RECOMENDACIONES,,
"altura del producto 0.30 cm, ancho del producto 41.00 cm, profundidad del producto 61.00 cm, volumen del producto 750.3, ean 2000003605019, medidas 41.00x61.00x0.30, tipo de producto escuadra, modelo no aplica, color naranja, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
"Corte en seco o húmedo. Resistente a los golpes y calor. Su punta de corte está hecha con una mezcla de polvo, metálicos y diamantes.",CARACTERISTICAS,,
"Producto para uso interno. Para la limpieza, remover el balde plástico y lavar ambas las partes con esponja suave y detergente neutro.",RECOMENDACIONES,,
"Ambientar la hoja a la humedad y temperatura del lugar donde se instalará, 72 horas antes. Colocarla en forma horizontal una sobre otra aisladas del piso.El lugar debe estar limpio, seco y ventilado. Debe ser instalada en la última etapa de la obra.Debe ser pintada en los 6 lados, antes de ser instalada.",RECOMENDACIONES,,
Para su instalación perforar la superficie con broca de 8 mm. Manipular con equipos de protección personal.,RECOMENDACIONES,,
torn flat ave 12 x 1.1/2x10u de la marca sm del area de ferreteria para los productos de fijacion de la linea tornillos para metal-percep de procedencia nacional al precio de 5.7 soles,PRODUCTO,,
"altura del producto 37.5 cm, ancho del producto 37 cm, profundidad del producto 10 cm, volumen del producto 13875, ean 7708856932515, medidas 37x10x37.5, tipo de producto repisas, modelo dalia, color beige, material melamina, garantía 6 meses, procedencia nacional, país de origen perú",FICHA,,
El color y la cantidad de luz depende el dicroico a elegir.,OBSERVACIONES,,
"Funda para cojín ideal para decorar y brindar comodidad tanto en exteriores de terrazas, como en interiores, salas de estar, comedores, habitaciones, etc.",DESCRIPCION,,
Permanecer en un lugar seco,RECOMENDACIONES,,
"Puede usarse con cualquier formato, así la continuidad de la imagen no se pierde, también se puede utilizar separados. Fácil de instalar. Revestimiento exclusivo para pared",CARACTERISTICAS,,
Excelente calidad y resistencia.,CARACTERISTICAS,,
"Limpiador desifectante en polvo con alto poder desengrasante que limpia, desodoriza y facilita la eliminación de manchas difíciles en todo tipo de superficies inertes",CARACTERISTICAS,,
"Asegurarse que los tornillos estén correctamente ajustados, tener en cuenta el tipo de puerta.",RECOMENDACIONES,,
No aplica,OBSERVACIONES,,
adorno de árbol forma árbol 6.5x3x8cm c.dorada de la marca orange del area de tendencias para los navidad de la linea adornos y decorativos de procedencia importado al precio de 11.9 soles,PRODUCTO,,
Limpieza cada seis meses.,RECOMENDACIONES,,
"Decora e ilumina tu hogar con esta Lámpara que cuenta con un elegante diseño. Puedes colocarla tanto en una sala, comedor, habitación o donde gustes.",DESCRIPCION,,
lsoh-90  cab. 10 mm² 750 v negro de la marca sm del area de electricidad para los cables de la linea conductores electric 1 de procedencia nacional al precio de 6.52 soles,PRODUCTO,,
"Ayuda para esas mascotas que no se pueden aguantar a ir al baño, ya que está manta es fácil de limpiar. Tiene un estilo de hamaca, adecuada para cualquier vehículo.",DESCRIPCION,,
"acabado brillante, tamaño del producto pequeño, altura del producto 10.10 cm, ancho del producto 7.60 cm, profundidad del producto 1.00 cm, volumen del producto 76.76, ean 2000001546888, medidas 7.60x1.00x10.10, tipo de producto bisagra, modelo capuchina, color marrón, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,,
"Los niños y las personas mayores, enfermos, persona física o mentalmente debilitados, deben ser vigiladas para la utilización del aparato.",OBSERVACIONES,,
ropero manchester 150 negro amaderado de la marca tuhome del area de muebles para los dormitorios de la linea closets rta de procedencia nacional al precio de 779.0 soles,PRODUCTO,,
"altura del producto 22.50 cm, ancho del producto 19.00 cm, profundidad del producto 9.00 cm, volumen del producto 3847.5, ean 7754214000068, medidas 19.00x9.00x22.50, tipo de producto tablero, modelo 8p 0.9mm, color beige, material metal, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"conexión de laton macho de 3/4"" blister de la marca truper del area de jardin para los mangueras y accesorios para riego de la linea accesorios de riego de procedencia importado al precio de 2.9 soles",PRODUCTO,,
"La pistola, rodillo o brocha a usar para la aplicación de la pintura, se deben encontrar limpias y en buen estado.",RECOMENDACIONES,,
"Se utilizan para ajustar y desajustar con mayor firmeza por sus dos agarres en forma de T tornillos y tuercas en mecánica, carpintería, partes eléctricas y otros usos.",RECOMENDACIONES,,
"perno   tuerca   arandela acero cs ph 8.8 4x50 12u de la marca sm del area de ferreteria para los productos de fijacion de la linea perno,tuerca y arandelas de procedencia importado al precio de 2.8 soles",PRODUCTO,,
Instalar por personal calificado.,RECOMENDACIONES,,
llave estriada 24-27 mm de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 163.9 soles,PRODUCTO,,
aceite super oil gas 1/4 gl. 20w50 de la marca vistony del area de herramientas para los automotriz de la linea limpieza y aditivos de procedencia nacional al precio de 18.9 soles,PRODUCTO,,
"volumen del producto 0, ean 5010576385307, tipo de producto termo, garantía por defecto de fabricación, procedencia nacional",FICHA,,
"altura del producto 12.00 cm, ancho del producto 7.50 cm, profundidad del producto 3.50 cm, volumen del producto 315, diametro del producto 0, ean 2000001551097, medidas 7.50x3.50x12.00, tipo de producto tomacorriente, modelo matte, color blanco, material policarbonato, garantía 10 años, procedencia importado, país de origen china",FICHA,,
disco diamantado 180 guinda de la marca kamasa del area de herramientas para los accesorios para herramientas electricas de la linea discos de corte de procedencia nacional al precio de 37.9 soles,PRODUCTO,,
Crea un ambiente de full diversión con este bolso de pelotas inflables que puedes colocarlo en una piscina inflable para que los más pequeños de la casa no paren de jugar.,DESCRIPCION,,
"volumen del producto 0, ean 2000000135113, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
"Excelente aislamiento para instalaciones de agua y vapor. No envejece. Para sellado de uniones e instalaciones de fluídos, redes de agua, vapor, aire y otros a nivel doméstico. Es inerte a la mayor parte de sustancias químicas. Brinda un excelente aislamiento contra corrosión y envejecimiento por largos períodos de tiempo. Densidad de 0.5 gr/cm3. temperatura de trabajo de Entre -180ºC a 260ºC.",CARACTERISTICAS,,
Aplicar la cantidad recomendada en las instrucciones.,RECOMENDACIONES,,
"Con manija metálica, pico alto con aireador Neoperl, con acabado cromado. Tubos de abasto de hilo trenzado en acero inoxidable y desagüe tipo Push con tapa de acero inoxidable. Mecanismo de cierre cartucho cerámico con discos de alúmina de alta resistencia y durabilidad. Duración cartucho: ?70000 ciclos de apertura y cierre. Caudal a 43.5 PSI–4.7 l/min.",CARACTERISTICAS,,
Protector térmico que se activa a los 60° de temperatura. Electrobomba volumétrica capaz de desarrollar una gran altura de elevación con potencias relativamente reducidas. Particularmente adecuada para aumentar la altura de elevación en las instalaciones domésticas.,CARACTERISTICAS,,
cadena cuadrada 72lpx. de la marca oregon del area de jardin para los maquinaria de jardin de la linea accesorios para maquinas de procedencia nacional al precio de 1539.0 soles,PRODUCTO,,
desentornillador punta recta con agarre en goma.Mango bi-componente para que el trabajo searápido y agradable.Las marcas del mango ayudan a identificarrápidamente la punta.Varilla niquelada para evitar la oxidación.,CARACTERISTICAS,,
"volumen del producto 0, ean 2000000744520, tipo de producto espiga, modelo 1"", color oro, material metal, garantía por defecto de fabricación, procedencia nacional",FICHA,,
"split pared 24k r-410a, 220v/1ph/60hz de la marca york del area de electro hogar para los climatizacion de la linea aires acondicionados de procedencia nacional al precio de 1319.0 soles",PRODUCTO,,
Instalarlo con sumo cuidado. Leer manual de instrucciones antes de manipular el producto. Mantener en un lugar limpio y sin polvo.,RECOMENDACIONES,,
"altura del producto 50.00 cm, ancho del producto 50.00 cm, profundidad del producto 46.50 cm, volumen del producto 116250, diametro del producto 0, ean 3560238705650, medidas 50.00x46.50x50.00, tipo de producto planta, modelo hierbas silvestres en maceta, color blanco, material poliéster, garantía 2 años, procedencia importado, país de origen francia",FICHA,,
tab melamina blanca 18mm 4x8 de la marca sm del area de ferreteria para los tableros aglomerados de la linea melamina de procedencia importado al precio de 109.9 soles,PRODUCTO,,
"pRenueva tu techo con el Techo de Polipropileno Techito en color gris, resistente al impacto, liviano e impermeable. Con un espesor de 0.9 mm y medidas de 3x1.10 metros, este techo decorativo es ideal para construcciones. La garantía de 1 año te brinda tranquilidad, y su resistencia a los rayos UV y a la humedad asegura durabilidad. Fácil de instalar y mantener, este techo es la elección perfecta para proteger tu hogar con estilo. Características del Techo de Polipropileno Techito Gris de 0.9 mm - 3x1.10 m:ul liResistente al impacto y al agua. liEspesor de 0.9 mm para mayor durabilidad. liMedidas de 3x1.10 metros para amplia cobertura. liGarantía de 1 año para tu tranquilidad. liFácil instalación y mantenimiento./ul",DESCRIPCION,,
elevador especial plano 406mm de la marca bahco del area de herramientas para los accesorios para herramientas electricas de la linea accesorios de herramientas de procedencia nacional al precio de 107.9 soles,PRODUCTO,,
Posee mas granos abrasivos para un corte más suave y rápido.Tiene una estructura de granos activos que ofrece una interacción de desbaste optima entre el disco y la pieza de trabajo.Dos mallas de fibra de vidrio externas para mayor resistencia y seguridad.,DESCRIPCION,,
"pEl Escritorio Estante Blanco MDP de Moveis Sul, Modelo 5395, es la solución perfecta para estudios y Home Office. Desarrollado en placas de MDP de 12 mm con pintura UV, este combo compacto incluye un archivador y un estante, ofreciendo funcionalidad y estilo en un solo producto. Con garantía de 6 meses por defectos de fabricación, este mueble es ideal para mantener tu espacio de trabajo organizado y elegante. Características del Escritorio Estante Blanco MDP Moveis Sul Modelo 5395:ul liDesarrollado en placas de MDP de 12 mm. liPintura UV y tirador plástico. liCombo compacto con archivador y estante. liGarantía de 6 meses por defectos de fabricación. liIdeal para estudios y Home Office./ul",DESCRIPCION,,
"Fragua de alta calidad e impermeabilidad. Ideal para fraguar cerámicos, porcelanatos, mayólicas, etc. Tiene la particularidad que no se encoge después del secado.",DESCRIPCION,,
Ideal para uso en el campo de la construcción y la carpintería por su alternativa ligera y por tener las burbujas tubulares de 360°.,RECOMENDACIONES,,
No funciona con tanque cisterna por debajo de la bomba,OBSERVACIONES,,
"altura del producto 1.50 cm, ancho del producto 60.00 cm, profundidad del producto 20.00 cm, volumen del producto 1800, diametro del producto 0, ean 7898477825867, medidas 60.00x20.00x1.50, tipo de producto repisa, modelo concept con soportes, color blanco, material mdf, garantía 06 meses por defectos de fabricación, procedencia importado, país de origen brasil",FICHA,,
Excelente estructura. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
"válvula de bola industrial (pn25)   dn 25 1/2"" de la marca firat del area de gasfiteria para los tubos y conexiones de la linea acces y conec tricapa de procedencia nacional al precio de 38.0 soles",PRODUCTO,,
"acabado brillante, altura del producto 19.00 cm, ancho del producto 16.60 cm, profundidad del producto 16.60 cm, volumen del producto 5235.64, ean 7752835075984, medidas 16.60x16.60x19.00, tipo de producto esmalte, modelo no aplica, color blanco, material resina alquídica, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
No aplica,OBSERVACIONES,,
"La exposición al contenido dentro de la batería sellada no ocurrirá a menos que la batería tenga fugas, esté expuesta a altas temperaturas, o se abuse mecánicamente.",OBSERVACIONES,,
"altura del producto 19.00 cm, ancho del producto 19.00 cm, profundidad del producto 8.00 cm, volumen del producto 2888, ean 8594001624515, medidas 19.00x8.00x19.00, tipo de producto block, modelo terminación curvo, color transparente, material vidrio, garantía 1 año, procedencia importado, país de origen república checa",FICHA,,
"Utilizar elementos de seguridad, como guantes y lentes adecuados y mantener precaución.",RECOMENDACIONES,,
"taladro rotacion 13mm (1/2"") 450w ds4012 de la marca makita del area de herramientas para los herramientas electricas portatiles de la linea taladros de procedencia nacional al precio de 699.9 soles",PRODUCTO,,
"Fabricado en acero de bajo contenido de carbono, con acabado galvanizado, tipo de cabeza hexagonal para el ajuste con llave mixta de boca/corona, cuenta con tipo de punta autorroscate de rosca gruesa que cubre total o parcial la longitud del perno, no nesecita el uso de tuerca para su ajuste.",CARACTERISTICAS,,
Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,,
Colocar en superficies planas.,RECOMENDACIONES,,
